# OpenSignals Text File Format. Version 1
# {"00:07:80:8C:AD:4F": {"position": 0, "device": "biosignalsplux", "device name": "00:07:80:8C:AD:4F", "device connection": "BTH00:07:80:8C:AD:4F", "sampling rate": 1000, "resolution": [16], "firmware version": 779, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2025-5-14", "time": "11:15:10.145", "channels": [1], "sensor": ["RIP"], "label": ["CH1"], "column": ["nSeq", "DI", "CH1"], "special": [{"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}], "digital IO": [0, 1], "sleeve color": ["green"]}}
# EndOfHeader
0	0	37052	
1	0	37040	
2	0	37048	
3	0	37044	
4	0	37048	
5	0	37048	
6	0	37036	
7	0	37040	
8	0	37040	
9	0	37036	
10	0	37036	
11	0	37032	
12	0	37034	
13	0	37028	
14	0	37028	
15	0	37028	
16	0	37024	
17	0	37028	
18	0	37028	
19	0	37027	
20	0	37020	
21	0	37018	
22	0	37020	
23	0	37024	
24	0	37016	
25	0	37012	
26	0	37004	
27	0	37008	
28	0	37008	
29	0	37009	
30	0	37004	
31	0	37002	
32	0	37005	
33	0	37000	
34	0	37000	
35	0	37004	
36	0	37000	
37	0	37000	
38	0	37004	
39	0	36992	
40	0	36992	
41	0	36996	
42	0	36988	
43	0	36992	
44	0	36988	
45	0	36988	
46	0	36984	
47	0	36984	
48	0	36976	
49	0	36982	
50	0	36973	
51	0	36976	
52	0	36972	
53	0	36972	
54	0	36968	
55	0	36976	
56	0	36968	
57	0	36964	
58	0	36964	
59	0	36964	
60	0	36964	
61	0	36957	
62	0	36960	
63	0	36961	
64	0	36959	
65	0	36953	
66	0	36960	
67	0	36956	
68	0	36942	
69	0	36945	
70	0	36952	
71	0	36948	
72	0	36948	
73	0	36940	
74	0	36944	
75	0	36944	
76	0	36948	
77	0	36940	
78	0	36936	
79	0	36934	
80	0	36932	
81	0	36932	
82	0	36928	
83	0	36925	
84	0	36920	
85	0	36924	
86	0	36924	
87	0	36924	
88	0	36920	
89	0	36916	
90	0	36916	
91	0	36916	
92	0	36918	
93	0	36914	
94	0	36904	
95	0	36908	
96	0	36916	
97	0	36900	
98	0	36904	
99	0	36909	
100	0	36900	
101	0	36904	
102	0	36905	
103	0	36898	
104	0	36897	
105	0	36896	
106	0	36892	
107	0	36880	
108	0	36893	
109	0	36886	
110	0	36888	
111	0	36888	
112	0	36885	
113	0	36882	
114	0	36886	
115	0	36876	
116	0	36879	
117	0	36880	
118	0	36872	
119	0	36868	
120	0	36872	
121	0	36869	
122	0	36864	
123	0	36864	
124	0	36860	
125	0	36860	
126	0	36864	
127	0	36864	
128	0	36856	
129	0	36858	
130	0	36848	
131	0	36848	
132	0	36853	
133	0	36852	
134	0	36842	
135	0	36848	
136	0	36846	
137	0	36836	
138	0	36840	
139	0	36842	
140	0	36812	
141	0	36828	
142	0	36840	
143	0	36829	
144	0	36830	
145	0	36832	
146	0	36828	
147	0	36825	
148	0	36824	
149	0	36824	
150	0	36816	
151	0	36816	
152	0	36818	
153	0	36816	
154	0	36804	
155	0	36816	
156	0	36808	
157	0	36816	
158	0	36804	
159	0	36808	
160	0	36800	
161	0	36792	
162	0	36800	
163	0	36796	
164	0	36796	
165	0	36794	
166	0	36796	
167	0	36796	
168	0	36788	
169	0	36786	
170	0	36790	
171	0	36792	
172	0	36788	
173	0	36780	
174	0	36784	
175	0	36780	
176	0	36780	
177	0	36778	
178	0	36776	
179	0	36770	
180	0	36772	
181	0	36760	
182	0	36770	
183	0	36768	
184	0	36768	
185	0	36768	
186	0	36752	
187	0	36760	
188	0	36757	
189	0	36762	
190	0	36760	
191	0	36752	
192	0	36753	
193	0	36750	
194	0	36752	
195	0	36756	
196	0	36748	
197	0	36748	
198	0	36742	
199	0	36736	
200	0	36736	
201	0	36737	
202	0	36732	
203	0	36736	
204	0	36736	
205	0	36724	
206	0	36728	
207	0	36725	
208	0	36725	
209	0	36725	
210	0	36720	
211	0	36700	
212	0	36712	
213	0	36720	
214	0	36716	
215	0	36712	
216	0	36716	
217	0	36706	
218	0	36708	
219	0	36706	
220	0	36704	
221	0	36704	
222	0	36704	
223	0	36692	
224	0	36694	
225	0	36696	
226	0	36698	
227	0	36692	
228	0	36688	
229	0	36692	
230	0	36688	
231	0	36684	
232	0	36684	
233	0	36680	
234	0	36684	
235	0	36680	
236	0	36680	
237	0	36676	
238	0	36678	
239	0	36676	
240	0	36672	
241	0	36666	
242	0	36668	
243	0	36668	
244	0	36664	
245	0	36668	
246	0	36658	
247	0	36660	
248	0	36657	
249	0	36658	
250	0	36652	
251	0	36657	
252	0	36652	
253	0	36640	
254	0	36649	
255	0	36648	
256	0	36648	
257	0	36644	
258	0	36638	
259	0	36648	
260	0	36632	
261	0	36634	
262	0	36632	
263	0	36628	
264	0	36632	
265	0	36632	
266	0	36625	
267	0	36626	
268	0	36625	
269	0	36629	
270	0	36625	
271	0	36621	
272	0	36610	
273	0	36616	
274	0	36622	
275	0	36620	
276	0	36608	
277	0	36616	
278	0	36602	
279	0	36606	
280	0	36608	
281	0	36605	
282	0	36606	
283	0	36596	
284	0	36600	
285	0	36601	
286	0	36590	
287	0	36592	
288	0	36597	
289	0	36588	
290	0	36586	
291	0	36580	
292	0	36584	
293	0	36580	
294	0	36576	
295	0	36584	
296	0	36580	
297	0	36578	
298	0	36572	
299	0	36568	
300	0	36568	
301	0	36568	
302	0	36576	
303	0	36560	
304	0	36560	
305	0	36560	
306	0	36552	
307	0	36554	
308	0	36554	
309	0	36552	
310	0	36548	
311	0	36548	
312	0	36548	
313	0	36544	
314	0	36537	
315	0	36541	
316	0	36541	
317	0	36538	
318	0	36541	
319	0	36532	
320	0	36528	
321	0	36528	
322	0	36524	
323	0	36524	
324	0	36528	
325	0	36520	
326	0	36521	
327	0	36520	
328	0	36516	
329	0	36516	
330	0	36516	
331	0	36512	
332	0	36516	
333	0	36512	
334	0	36516	
335	0	36506	
336	0	36506	
337	0	36500	
338	0	36504	
339	0	36497	
340	0	36500	
341	0	36493	
342	0	36492	
343	0	36489	
344	0	36486	
345	0	36484	
346	0	36480	
347	0	36484	
348	0	36477	
349	0	36480	
350	0	36476	
351	0	36473	
352	0	36474	
353	0	36469	
354	0	36468	
355	0	36468	
356	0	36468	
357	0	36460	
358	0	36464	
359	0	36460	
360	0	36464	
361	0	36460	
362	0	36456	
363	0	36456	
364	0	36456	
365	0	36452	
366	0	36442	
367	0	36448	
368	0	36440	
369	0	36440	
